ID,MODEL,MAKE,DESCRIPTIO,FLASH,CATEGORY,LOCATION,CLASS,BARCODESKU,UM,LIST,RETAIL,SYSTEM,DEALER,JOBBER,COST,AVG_COST,TEMP_COST,TEMP_DATE,TAXABLE,SPIFF,VENDOR1_ID,VENDOR1_PA,VENDOR2_ID,VENDOR2_PA,ON_HAND,COMMITED,MAX_STOCK,RO_POINT,RO_QUAN,ON_ORDER,EXP_ACCT,SOLD_MONTH,SOLD_YEAR,MTD_AMOUNT,YTD_AMOUNT,SUGG_TYPE,MOUNT_SIZE,DISP_LOC,FEATURES1,FEATURES2,FEATURES3,FEATURES4,FEATURES5,FEATURES6,DEFECTIVE,DEF_MONTH,DEF_YEAR,MEMO,PICTURE,LAST_UPD,HQ_INVC,FORCE_SER,TAX_MISC,ACTIVE_ITM,CELL_ITEM,PAGE_ITEM,VNDR1_NAME,VNDR1_PHON,VNDR2_NAME,VNDR2_PHON,SHOW_ON_MTC,STORE_NUM,LAST_USER,LAST_DATE,LAST_TIME,MANU_SPIFF,MANU_SPIFF_AMOUNT,MANU_SPIFF_ID,MANU_SPIFF_NAME,MANU_SPIFF_TYPE,MANU_SPIFF_INFO1,MANU_SPIFF_INFO2,NONTAXABLE,CHARGE_ADDITIONAL_TAX,ADDITIONAL_TAX,MANU_SPIFF_SALES_AMOUNT,REC_DELETED,GL_SALES,GL_INVENTORY,GL_CostOfSales,MANU_SPIFF_ALT_PROMPT1,MANU_SPIFF_ALT_PROMPT2,DATE_LAST_SOLD,PROMPT_FOR_COST,ONLINE,ITEM_PICTURE
"080534656440838","LB-1003","CTW","LIGHT BULB #1003 - TTLIG","","LIGHTING","","BULBS","","EACH",1.5,1.5,1.5,1.5,1.5,0.4,0.4,,"",,,"1047","LB-1003","1059","LB-1003",,,10,,-10,,"",0,0,0,0,"","","","","","","","","",,,,"","","","Y",False,,True,,,"CTW ELECTRICAL CO., INC.","(800) 428-3004","DAS DISTRIBUTORS","(800)241-0230",False,"","","1/11/2013","2:09:06 PM",,,"","","",,,,,,,"","","","","","","","",,""
"081737700580688","8007202","YAKIMA","SKS LOCK CORES-2 PACK","same key system","LOCKS","","LOCKS","01-01-22","EACH",45,45,45,45,40.48,27,24.0182,,"",,,"1250","8007202","0401","8007202",17,2,6,2,10,0,"",62,62,2256,2256,"","","","","","","","","",,,,"","","","Y",False,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",False,"HQ","","7/7/2022","10:05:59 AM",,,"","","",,,,,,,"","","","","","","","",,""
"081737850530380","8007204","YAKIMA","SKS LOCK CORES-4 PACK","","LOCKS","","LOCKS","01-01-22","EACH",65,65,65,65,58.47,39,36,,"",,,"1250","8007204","0401","8007204",4,-3,6,2,-98,3,"",115,115,6392.1,6392.1,"","","","","","","","","",,,,"","","","Y",False,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",False,"HQ","","7/25/2022","11:54:57 AM",,,"","","",,,,,,,"","","","","","","","",,""
"081738149270107","8001127","YAKIMA","54' TRACK W/ PLUSNUTS","'molly' style fasteners incl.","TRACK","SHOP","TRACK","12-01-18","PAIR",179,179,179,179,160.42,111,,,"",,,"1250","8001127","0401","8001127",1,-1,3,1,-7,3,"",21,21,3365,3365,"","","","","","","","","",,,,"","","","Y",False,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",False,"","","7/19/2022","10:16:36 AM",,,"","","",,,,,,,"","","","","","","","",,""
"08173883029050","8000410","YAKIMA","LARGE 66' ROUND BARS","","CROSS BAR","SHOP","CROSS BAR","01-01-22","PAIR",125,125,125,125,113.94,76,71,,"",,,"1250","8000410","0401","8000410",3,0,7,1,-1,0,"",16,1,1436.5,1436.5,"","","","","","","","","",,,,"","","","Y",False,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",False,"HQ","","1/12/2022","6:08:44 PM",,,"","","",,,,,,,"","","","","","","","",,""
"083131455720485","8000124-DISC","YAKIMA","Q TOWERS-4","**DISCONTINUED**","TOWER","","TOWER","12-01-18","SET",209,209,209,209,188.91,126,128.985,,"",,,"1250","8000124","0401","8000124",2,0,2,0,21,0,"",53,53,9653,9653,"","","","","","","","","",,,,"","","","Y",False,,True,,,"Yakima","(800) 269-7623","Keystone Automotive","(800) 521-0401",False,"HQ","","1/12/2022","4:51:29 PM",,,"","","",,,,,,,"","","","","","","","",,""
"083350268960703","L87078","LUND","03-06 GMC LD SCREEEN FRONT","CODE RED","GRILL SCRN","","GRILL","7/24/07","",20,50,20,10,10,,0,,"",,,"","L87202","","L87202",1,0,,,,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"","","","",False,"HQ","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086049736620103","17-016","OWENS","Square Head Bolt Nut","","STEPS","","PARTS","","",0.25,0.25,0.25,0.25,0.12,0.08,0.08,,"",,0,"","17-016","1119","17-016",,,100,20,,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"Meyer Distributing","","Owens Products, Inc.","(800) 726-9367",,"HQ","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086253248010729","8000411","YAKIMA","XL 78' ROUND BARS","","CROSS BAR","SHOP","CROSS BAR","01-01-22","PAIR",125,125,125,125,113.94,76,76,,"",,,"1250","8000411","0401","8000411",4,0,5,0,-28.5,0,"",18,18,1559,1559,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",,"","","6/20/2022","1:15:01 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086439868210503","8005006","YAKIMA","HEAVY DUTY STRAPS","","STRAPS","","STRAPS","01-01-22","EACH",39,39,39,39,35.98,24,17,,"",,,"1250","8005006","0401","8005006",0,0,5,2,-9.5,0,"",27.5,27.5,819,819,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(707) 826-8104","Keystone Automotive","(800) 521-0401",,"HQ","","1/12/2022","6:59:37 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086440327450497","8007026","YAKIMA","END CAPS-4","","RACK","","RACK","12-01-18","EACH",12,12,12,12,9,6,6,,"",,,"1250","8007026","0401","8007026",0,0,5,2,5.5,0,"",29.5,29.5,302,302,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",,"HQ","","12/21/2020","12:37:22 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086440701820588","8001126","YAKIMA","42' TRACKS W/ PLUSNUTS","'molly' style fasteners incl.","TRACK","","TRACK","12-01-18","PAIR",169,169,169,169,149.93,100,102.5,,"",,,"1250","8001126","0401","8001126",1,0,2,1,0,0,"",8,0,1208,1208,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",,"","","5/17/2022","1:04:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086440809200612","8001135","YAKIMA","60' TRACKS W/ BOLTS","bolt-on tracks for truck caps","TRACK","SHOP","TRACK","12-01-18","PAIR",159,159,159,159,137.93,92,95,,"",,,"1250","8001135","0401","8001135",0,0,3,1,-21,4,"",19,19,2662,2662,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",,"","","9/29/2021","12:09:35 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086442335030460","8007206","YAKIMA","SKS LOCK CORES-6 PACK","","LOCKS","","LOCKS","01-01-22","EACH",85,85,85,85,76.46,51,48.0381,,"",,,"1250","8007206","0401","8007206",4,1,4,1,-29,0,"",27,27,2000,2000,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",,"HQ","","7/21/2022","1:44:00 PM",,,"","","",,,,,,,"","","","","","","","",,""
"08644259461054","8007220","YAKIMA","ACCESSORY LOCK HOUSING","","LOCKS","","LOCKS","01-01-22","EACH",24,24,24,24,22.49,15,6.75,,"",,,"1250","8007220","0401","8007220",0,0,4,0,4,0,"",9,9,157,157,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-9999",,"","","1/13/2022","6:05:22 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086442642660129","8007070","YAKIMA","LOAD WARRIOR CARGO BASKET","","CARGO","","CARGO","01-01-22","EACH",449,449,449,449,437.78,292,292,,"",,,"1250","8007070","0401","8007070",1,0,1,0,-15,0,"",14,14,4352,4352,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(800) 269-7623","Keystone Automotive","(800) 521-0401",,"HQ","","5/17/2022","1:12:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086442769100101","8007080","YAKIMA","MEGA WARRIOR CARGO BASKET","","CARGO","","CARGO","01-01-22","EACH",549,549,549,549,535.23,357,357,,"",,,"1250","8007080","0401","8007080",1,0,1,0,2,0,"",9,9,3507,3507,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",,"","","1/13/2022","6:00:22 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086446354640252","8004018-DISC","YAKIMA","BOAT LOADER ASSIST ARM","DISCONTINUED-DELETE WHEN SOLD","DISCONTINU","","BOAT-LOAD","","EACH",79,71,71,71,70.46,47,57.8,,"",,,"1250","8004018","0401","8004018",1,0,2,,-7,0,"",8,8,612,612,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(800) 269-7623","Keystone Automotive","(800) 521-0401",,"HQ","","4/2/2021","3:20:59 PM",,,"","","",,,,,,,"","","","","","","","",,""
"086448136700164","8001118","YAKIMA","LOCKING BLOCKHEAD","","BIKE-TRUCK","","BIKE-TRUCK","01-01-22","EACH",69,69,69,69,64.47,43,30,,"",,,"1250","8001118","0401","8001118",0,0,3,0,10,0,"",4,4,160,160,"","","","","","","","","",,,,"","","","Y",,,True,,,"Yakima","(888) 925-4621","Keystone Automotive","(800) 521-0401",,"HQ","","1/12/2022","6:18:03 PM",,,"","","",,,,,,,"","","","","","","","",,""
"087330583550548","STB-18","CTW","Magnetic Flashing Safety Light","MAGNETIC RED SAFETY LIGHT","SUPPLIES","","MISC","","",35,35,35,35,35,17.4,17.4,,"",,,"533","STB-18","","Stb-18",3,,3,,-3,0,"",0,0,0,0,"","","","","","","","","",,,,"","","","Y",,,True,,,"CTW ELECTRICAL CO., INC.","(800) 428-3004","","",,"","","1/11/2013","2:12:21 PM",,,"","","",,,,,,,"","","","","","","","",,""
"087433694640321","00151","WADE","99-06 GM SB CAPS R W/O HOLES","RIBBED W/O HOLES","BED CAPS","","TRUCK BED","1/16/07","",89.95,89.95,85,80,64.27,45.61,48.53,,"",,,"1095","00151","","00151",1,,2,1,-1,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",False,,True,,,"Keystone Automotive","(800) 521-0401","Meyer Distributing","",,"HQ","","11/8/2019","8:34:51 AM",,,"","","",,,,,,,"","","","","","","","",,""
"091546833430604","TL-250-1","FITZPATRICK","Stub Flange Fixed  Bottom","stub flange for1 1/4'ss  76' rndpipe","SUPPLIES","","MISC","","",0,0,0,0,0,12.62,12.62,,"",,,"1069","TL-250-1","","Tl-250-1",,,,,-1,,"",0,0,0,0,"","","","","","","","","",,0,0,"STD LABOR 52.00/3 ITEMS MAKE BAR","","","Y",,,True,,,"FITZPATRICK ENT.INC.","(219) 262-2505","","",,"","","1/24/2013","9:46:49 AM",,,"","","",,,,,,,"","","","","","","","",,""
"092853070000466","1005","DM","Triangle Reflector Safety Kits","","SAFETY","","SAFETY KIT","","",50,50,50,50,21.3571428571429,29.95,,,"",,,"1061","1005","","1005",0,1,3,0,19,0,"",52,52,1771.4,1771.4,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"D & M","(614) 268-2222","","",,"HQ","","7/21/2022","11:13:27 AM",,,"","","",,,,,,,"","","","","","","","",,""
"092853428990243","466425","DM","5# Abc Dry Chem.fire Extinguisher","Labor is additional.","SAFETY","","FIRE EXTIN","","",113.95,113.95,113.95,110,104.87,77,82,,"",,,"","466425","","466425",3,-3,3,,12,0,"",62,62,4326.85,4326.85,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"D & M","(614) 268-2222","","",,"HQ","","7/21/2022","11:17:56 AM",,,"","","",,,,,,,"","","","","","","","",,""
"09444312414099","806-BK9","CTW","WIRE TIES","","SUPPLIES","","MISC","","",0.3,0.3,0.3,0.3,0.3,0.084,0.1036,,"",,,"5040","806-BK9","1059","806-BK9",14500,,1000,,-24000,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"CTW ELECTRICAL CO., INC.","(800) 428-3004","DAS DISTRIBUTORS","(800)241-0230",,"HQ","","8/29/2018","1:38:38 PM",,,"","","",,,,,,,"","","","","","","","",,""
"095049090200705","904000","TMI","4 SCREEN DIST. MODULE","","ELECTRONIC","","ELECTRONIC","","",229.95,219.95,215,195,185,123.99,123.99,,"",,,"7960","904000","","904000",1,0,,,,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",False,,True,,,"T M I  Products Inc.","(909) 272-1996","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"098047196810381","50100R","CARGO LOCK","UNIV PWR DEADBLT LCK RH THROW","","PWR LOCKS","","LOCKS","","",170,170,170,155,88.455772113943,89,,,"",,,"","50100R","","50100R",,,2,,-1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"CARGO LOCK","(800) 929-4700","","",,"HQ","","9/28/2021","11:38:02 AM",,,"","","",,,,,,,"","","","","","","","",,""
"09913657219099","L87084","LUND","99-03 F150 ss screen hneycmb","code red","GRILLS","","MISC.","5/16/07","",90.75,50,85.65,84,72,50.4,50.4,,"",,,"1101","L87084","1095","L87084",0,0,,,-2,,"",0,0,0,0,"","","","","","","","","",,0,0,"for trucks w/honeycomb grille","","","Y",,,True,,,"LUND INDUSTRIES, INC.","(800) 782-5448","KEYSTONE AUTOMOTIVE","(800)521-0401",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"099136851430704","L87402","LUND","99-02 slvrdo ss screen front","code red","GRILLS","","MISC.","5/16/07","",90.75,50,85.65,84,72,50.4,50.4,,"",,,"1101","L87402","1095","L87402",0,0,,,0,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"LUND INDUSTRIES, INC.","(800) 782-5448","KEYSTONE AUTOMOTIVE","(800)521-0401",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"099136966280151","L87404","LUND","01-02 CHV HD SCREEN FRONT","CODE RED","GRILL SCRN","","GRILL","7/24/07","",20,20,20,10,10,,0,,"",,,"","L87404","","L87404",0,0,,,1,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"","","","",,"HQ","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"1001","4754","POWERFLOW","POWER FLOW MINI FLAPS","","MUD GUARDS","","MUD GUARDS","pow4754","EACH",19.95,19.95,19.95,17,12,6.16,,,"",False,,"0401","4754","","4754",1,0,12,4,5,0,"",15,15,257.25,257.25,"","","","","","","","","",,0,0,"","","2/18/2001","Y",False,False,True,False,False,"Keystone Automotive","(800) 521-0401","","",,"HQ","","4/15/2022","9:53:54 AM",,,"","","",,,,,,,"","","","","","","","",,""
"1006","194","CTW","SMALL LIGHT BULBS","","LIGHTING","","BULBS","194","EACH",1.2,1.2,1.2,1.2,1.2,0.28,0.28,,"",False,,"1047","194","","",10,2,10,,,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","2/18/2001","Y",False,False,True,False,False,"CTW ELECTRICAL CO., INC.","(800) 428-3004","","",,"HQ","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"1007","3157","CTW","NEW TURN SIGNAL BULB","","LIGHTING","","BULB","3157","EACH",3,3,3,3,3,0.88,0.9809,,"",False,,"1047","3157","","",11,,10,,-2,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","2/18/2001","Y",False,False,True,False,False,"CTW ELECTRICAL CO., INC.","(800) 428-3004","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"101840889110577","13550300A","AM DIST","SQUIRREL CAGES FOR MOTOR","","A/C HEAT","","PARTS","","",4.1,4.1,3.72727272727273,3.41666666666667,2.92857142857143,2.05,2.05,,"",,,"533","13550300A","","13550300A",0,,2,,2,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"AM DISTRIBUTING","(219) 294-2538","","",,"HQ","","10/21/2013","5:04:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"1019","04027","A.R.E.","15' 24# GAS PROP","C16-04154","GAS PROPS","","PARTS","11-01-21","EACH",30,30,30,30,19.37,12.92,12.92,,"",False,,"1000","04027","","04027",4,0,4,2,0,0,"",55,55,1219.54,1219.54,"","","","","","","","","",,0,0,"","","2/18/2001","Y",False,False,True,False,False,"A.R.E.","(800) 824-9561","","",,"HQ","","1/25/2022","2:50:51 PM",,,"","","",,,,,,,"","","","","","","","",,""
"10213954750036","9XRBROSE","LEBROC","brougham grey vinyl","freight incl. labor NOT!","SEATING","","MISC.","","",419.95,419.95,399,379,330,231,231,,"",,,"","9XRBROSE","","9XRBROSE",0,0,,,1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"Lebroc Industries","(800) 284-5771","","",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"103939520750494","8663-06112","CTW","DRYWALL SCREW 1-1/12","","SUPPLIES","","MISC","","",0.05,0.05,0.05,0.05,0.05,0.0168,0.0424,,"",,,"","","","",4700,,500,,-10700,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",False,,True,,,"","","","",,"","","11/4/2021","1:17:37 PM",,,"","","",,,,,,,"","","","","","","","",,""
"103939803130799","9483-08114","CTW","OVAL HEAD TEK SCREW 1-1/4","","SUPPLIES","","MISC","","",0.6,0.6,0.6,0.6,0.6,0.216,0.216,,"",,,"3004","9483-08114","","9483-08114",100,,100,,-500,,"",0,0,0,0,"","","","","","","","","",,,,"","","","Y",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","1/11/2013","2:02:45 PM",,,"","","",,,,,,,"","","","","","","","",,""
"104658110730726","CH3202A","MOUNTAIN TOP","99-C chevy lb","","HARD COVER","SHOP","MTN TOP","","",979,979,979,979,979,685.3,685.3,,"",,,"","CH3202A","","CH3202A",,0,,,-1,,"",0,0,0,0,"","","","","","","","","",,0,0,"Diamond plate w/ rails","","","Y",False,,True,,,"MOUNTAIN TOP","(770) 960-8068","","",,"","","8/16/2013","9:30:16 AM",,,"","","",,,,,,,"","","","","","","","",,""
"1058","49202","CIPA","3' SPOT STICK ON MIRROR","","MIRRORS","","SPOT","49202","EACH",3.6,3.6,3.6,3.6,1.6,1.21,1.0826,,"",False,,"0401","49202","","49202",6,0,12,6,-148,0,"",26,26,82.6,82.6,"","","","","","","","","",,0,0,"","","2/18/2001","Y",False,False,True,False,False,"Keystone Automotive","(800) 521-9999","KEYSTONE","",,"HQ","","5/4/2022","2:59:14 PM",,,"","","",,,,,,,"","","","","","","","",,""
"106749131010492","PL1100","POP&LOCK","99-C CHEV TAILGATE LOCK","","TAILGATE","","MISC.","6/14/07","",79.95,79.95,79.95,75,42.38,45.97,45.97,,"",,,"1095","PL1100","","PL1100",0,0,1,0,-1,0,"",1,1,20,20,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"Keystone Automotive","(800) 521-0401","","",,"HQ","","12/24/2019","2:14:24 PM",,,"","","",,,,,,,"","","","","","","","",,""
"107041072240592","87500","CROSSTREAD","27'H POST 750 OVER CAB","Labor $180 OPEN bed  1,000lbs to bed","LADDERRACK","","TRUCK RACK","","EACH",920,920,910,830,670.4,509.5,509.5,,"",,,"","87500","","87500",0,,0,0,,,"",0,0,0,0,"","","","","","","","","",,,,"freight $110","","","Y",,,True,,,"Meyer Distributing","","Cross Tread Industries","(630) 850-7100",,"HQ","","9/23/2014","1:54:38 PM",,,"","","",,,,,,,"","","","","","","","",,""
"108643394650513","11200","HIGHLAND","Ramp Champ Pair","750 lb per ramp -","RAMPS","BIN 14/SHOW","RAMPS","6/14/07","",399.95,399.95,380,360,337.32,224.99,224.99,,"",,,"1087","11200","0401","11200",0,,1,0,,,"",0,0,0,0,"","","","","","","","","",,0,0,"1 pair per carton","","","Y",,,True,,,"Highland Group /cequent","(800) 782-8983","Keystone Automotive","(800) 521-0401",,"HQ","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"108837869530319","13400","HIGHLAND","pocket lok 99-c slvrdo sierra UNIV","no drill  500lb rating//UNIVERSAL AN","TIE DOWNS","","RINGS","6/14/07","",24.95,24.95,24.95,22,17.3,14.84,16.505,,"",,,"1087","13400","0401","13400",0,0,3,2,8,0,"",0,0,0,0,"","","","","","","","","",,0,0,"2 pair per carton","","","Y",,,True,,,"Highland Group /cequent","(800) 782-8983","Keystone Automotive","(800) 521-0401",,"HQ","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"10905874078017","11521","HIGHLAND","Ratchet Tie downs Pair","padded grip 6ft 1,800 lbs.","TIE DOWNS","","RATCHET","6/14/07","",23.95,23.95,23,21,20.03,13.36,13.36,,"",,,"1087","11521","0401","11521",0,,4,1,0,,"",0,0,0,0,"","","","","","","","","",,0,0,"4 per carton","","","Y",,,True,,,"Highland Group /cequent","(800) 782-8983","Keystone Automotive","(800) 521-0401",,"HQ","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"1090609425206","10085","HIGHLAND","16' x 10' chevy flaps molded","","MUD GUARDS","","MUD GUARDS","6/14/07","",19.95,19.95,19,18,17,11.34,11.34,,"",,,"1087","10085","0401","10085",0,,,,-1,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"Highland Group /cequent","(800) 782-8983","Keystone Automotive","(800) 521-0401",,"","","1/7/2013","12:24:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"109132840170190","11009","HIGHLAND","A contura car flaps","","MUD GUARDS","","MUD GUARDS","6/14/07","",19.95,19.95,19,18,14.23,9.49,13.11,,"",,,"1087","11009","1095","11009",1,4,4,2,5,0,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"Highland Group /cequent","(800) 234-6992","Keystone Automotive","(800) 521-0401",,"HQ","","7/29/2015","1:15:36 PM",,,"","","",,,,,,,"","","","","","","","",,""
"109132963040629","11010","HIGHLAND","B contura car flaps","","MUD GUARDS","","MUD GURADS","6/14/07","",19.95,19.95,19,18,14.23,9.49,9.49,,"",,,"1087","11010","0401","11010",0,9,4,2,0,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"Highland Group /cequent","(800) 234-6992","Keystone Automotive","(800) 521-0401",,"HQ","","1/7/2013","12:24:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"109154943610492","11517","HIGHLAND","15' Ratchet Tie Down","5,500 lbs  power web plus !","TIE DOWNS","","RATCHET","6/14/07","",29.95,29.95,28,27,25.23,16.83,16.83,,"",,,"1087","11517","0401","11517",0,,4,1,2,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","","Y",,,True,,,"Highland Group /cequent","(800) 782-8983","Keystone Automotive","(800) 521-0401",,"","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"10985429873052","INACVCW10G","E-Z UP","10X10 OSU VALANCE&WALL BANNER","","E-Z UP","","ACCESSORY","","",118,118,107.272727272727,98.3333333333333,84.2857142857143,59,59,,"",,,"","INACVCW10G","","INACVCW10G",,,,,,,"",0,0,0,0,"","","","","","","","","",,,,"CLOSE OUT","","","Y",False,,True,,,"International E-z Up,inc.","(800) 457-4233","","",,"HQ","","9/12/2017","12:55:25 PM",,,"","","",,,,,,,"","","","","","","","",,""
"11","9132-0812","CTW","SCREW","","SUPPLIES","","MISC","9132-0812","EACH",0.5,0.5,0.5,0.5,0.5,0.17,0.17,,"",False,,"1047","9132-0812","","",100,,500,,-3700,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","2/18/2001","Y",False,False,True,False,False,"CTW ELECTRICAL CO., INC.","(800) 428-3004","","",,"HQ","","1/7/2013","12:24:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"1105","RS125","CDA","ADHESIVE/RAIL SAVER","SOLD BY THE FOOT.","CAP OPTION","","TAPE","RS125","EACH",2.25,1.95,1.85,1.75,1.05,0.72,0.72,,"",False,,"","RS125","","",30,,250,50,-310,,"",0,0,0,0,"","","","","","","","","",,,,"22.5' WILL DO FULL SIZE !","","2/18/2001","Y",False,False,True,False,False,"CDA","(888) 879-2855","","",,"","","1/11/2013","1:05:59 PM",,,"","","",,,,,,,"","","","","","","","",,""
"1119","LD8146E","LAVANTURE","5 1/2 STEP PLATE RUBBER","","MOLDING","","MISC.","","EACH",6.95,6.95,6.95,6.25,2.8,1.74,1.74,,"",False,,"1102","LD8146E","","LD8146E",72,15.5,100,10,31.5,0,"",5,5,34.75,34.75,"","","","","","","","","",,0,0,"","","2/18/2001","Y",False,False,True,False,False,"Lavanture Products","(574) 264-6601","","",,"HQ","","9/12/2017","1:14:44 PM",,,"","","",,,,,,,"","","","","","","","",,""
"11265610271025","FUNTRAIL","SALE","Goodwill discount","","DISCOUNT","","DISCOUNT","","",,,,,,,5.7499,,"",,,"","FUNTRAIL","","FUNTRAIL",9999999809,-32.25,,,891,1,"",644,644,-204398.349,-204398.349,"","","","","","","","","",3,3,3,"","","","Y",,,True,,,"","","","",,"HQ","","7/25/2022","4:24:46 PM",,,"","","",,,,,,,"","","","","","","","",,""
"1143","E1010","E-Z UP","10'X10'ENCORE AWNING","","E-Z UP","","TENT","E1010","EACH",640.44,525,510,500,500,320.22,320.22,,"",False,,"","E1010","","",,,,,0,0,"",0,0,0,0,"","","","","","","","","",,,,"","","2/18/2001","Y",False,False,True,False,False,"INTERNATIONAL E-Z UP,INC.","(800) 457-4233","","",,"HQ","","12/26/2013","2:45:47 PM",,,"","","",,,,,,,"","","","","","","","",,""
"1144","D1010","E-Z UP","10'X10' DOME AWNING","","E-Z UP","","TENT","D1010","EACH",186,186,169.090909090909,155,132.857142857143,93,93,,"",False,,"","D1010","","",,,,,0,,"",0,0,0,0,"","","","","","","","","",,,,"","","2/18/2001","Y",False,False,True,False,False,"INTERNATIONAL E-Z UP,INC.","(800) 457-4233","","",,"HQ","","1/11/2013","4:58:23 PM",,,"","","",,,,,,,"","","","","","","","",,""
"1145","W10","E-Z UP","10' EZ UP WALL","","E-Z UP","","ACCESSORY","W10","EACH",100,100,95,95,90,60.27,60.27,,"",False,,"","W10","","",,,,,,,"",0,0,0,0,"","","","","","","","","",,,,"","","2/18/2001","Y",False,False,True,False,False,"INTERNATIONAL E-Z UP,INC.","(800) 457-4233","","",,"HQ","","9/12/2017","12:55:39 PM",,,"","","",,,,,,,"","","","","","","","",,""
